row ID,row m/z,row retention time,intensity_measure,ion_mobility,ion_mobility_unit,ccs,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Acid-Blank-C18.mzML Peak area,Acid-Blank-HLB.mzML Peak area,Acid-Blank-PPL.mzML Peak area,Acid-Blank-Strata.mzML Peak area,Acid-Dam-C18-1.mzML Peak area,Acid-Dam-C18-A.mzML Peak area,Acid-Dam-HLB-1.mzML Peak area,Acid-Dam-HLB-A.mzML Peak area,Acid-Dam-PPL-1.mzML Peak area,Acid-Dam-PPL-A.mzML Peak area,Acid-Dam-Strata-1.mzML Peak area,Acid-Dam-Strata-A.mzML Peak area,Acid-Sea-C18-1.mzML Peak area,Acid-Sea-C18-A.mzML Peak area,Acid-Sea-HLB-1.mzML Peak area,Acid-Sea-HLB-A.mzML Peak area,Acid-Sea-PPL-1.mzML Peak area,Acid-Sea-PPL-A.mzML Peak area,Acid-Sea-Strata-1.mzML Peak area,Acid-Sea-Strata-A.mzML Peak area,Dam-C18-1.mzML Peak area,Dam-C18-A.mzML Peak area,Dam-HLB-1.mzML Peak area,Dam-HLB-A.mzML Peak area,Dam-PPL-1.mzML Peak area,Dam-PPL-A.mzML Peak area,Dam-Strata-1.mzML Peak area,Dam-Strata-A.mzML Peak area,NeuBlankC18.mzML Peak area,NeuBlankHLB.mzML Peak area,NeuBlankPPL.mzML Peak area,NeuBlankStrata-NeuBlankStrata (2).mzML Peak area,River-C18-1.mzML Peak area,River-C18-A.mzML Peak area,River-HLB-1.mzML Peak area,River-HLB-A.mzML Peak area,River-PPL-1.mzML Peak area,River-PPL-A.mzML Peak area,River-Strata-1.mzML Peak area,River-Strata-A.mzML Peak area,Sea-C18-1.mzML Peak area,Sea-C18-A.mzML Peak area,Sea-HLB-1.mzML Peak area,Sea-HLB-A.mzML Peak area,Sea-PPL-1.mzML Peak area,Sea-PPL-A.mzML Peak area,Sea-Strata-A.mzML Peak area,Sea-Stratra-1.mzML Peak area,Tap-C18-1.mzML Peak area,Tap-C18-A.mzML Peak area,Tap-HLB-1.mzML Peak area,Tap-HLB-A.mzML Peak area,Tap-PPL-1.mzML Peak area,Tap-PPL-A.mzML Peak area,Tap-Strata-1.mzML Peak area,Tap-Strata-A.mzML Peak area,Unnamed: 69
8655,314.1872890640865,5.691091,area,,,,,,,,,,,0.0,0.0,0.0,0.0,8.701306,0.0,0.0,0.0,0.0,10.312717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.24576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.9706,105.36678,102.93298,109.149025,36.355633,74.21515,48.5022,77.337326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.96833,27.93659,20.721272,21.371258,19.065435,19.320654,32.932045,
8808,314.27936700430666,5.6938434,area,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.37355,207.65378,177.59163,120.98552,95.931076,140.55638,172.60033,136.23305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8691,215.0809199312276,5.695382,area,,,,137.0,,,,,,,0.0,0.0,0.0,0.0,16.7957,16.926168,10.931454,9.913809,15.207675,29.912788,14.687759,12.714016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.81442,192.90025,156.40678,76.37046,58.53089,49.406223,66.940735,56.713665,0.0,0.0,0.0,0.0,38.978462,12.613926,24.812424,29.03156,0.0,25.932877,10.846291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.02601,81.18929,101.75926,104.2414,80.291695,66.550896,110.46442,108.70016,
8841,534.3642199443033,5.695436,area,,,,148.0,,,,,,,0.0,149.9808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.860424,70.53615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.3025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.5522,95.66804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8904,215.1391604671545,5.6970987,area,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.888279,0.0,0.0,0.0,0.0,118.26098,140.83385,101.78209,100.25612,178.70549,103.99659,97.02614,54.266388,0.0,0.0,0.0,0.0,0.0,10.804998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.367754,0.0,9.811684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.405516,0.0,0.0,
8822,203.08064116827936,5.6974797,area,,,,,,,,,,,0.0,0.0,0.0,0.0,16.297672,14.190163,19.145206,16.403393,0.0,8.951311,23.65981,15.839624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.182175,63.68217,49.48285,40.97013,20.336674,39.746,36.196068,11.269398,0.0,0.0,0.0,0.0,9.6276245,0.0,10.241723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.334246,22.76796,40.700645,14.925587,20.239407,26.319765,25.655865,34.531036,
8641,367.1760875940457,5.6983066,area,,,,,,,,,,,1198.2509,225.03415,591.6181,691.72833,488.7674,129.64413,129.03351,119.72408,114.11325,374.6529,188.13907,292.69916,51.161854,56.71989,46.910934,42.34913,132.34012,158.19423,52.5179,33.29546,67.20149,57.775063,113.17496,41.68943,75.11452,189.64748,31.878296,31.240025,0.0,608.9923,66.68048,42.124104,59.681026,35.00229,51.226902,47.23327,42.389645,57.54425,0.0,25.128086,40.492096,38.569187,45.170776,20.108383,72.29964,124.773865,20.110075,21.664059,124.87491,60.41324,201.11984,112.292114,89.10874,249.4106,65.188705,211.32594,
8826,511.2877376772411,5.6988897,area,,,,148.0,,,,,,,0.0,491.60632,0.0,0.0,0.0,0.0,18.559147,0.0,0.0,9.749472,14.917801,0.0,0.0,0.0,824.5071,829.20496,0.0,0.0,0.0,0.0,10.240105,40.10172,17.544985,79.45404,0.0,8.757443,0.0,0.0,0.0,690.49,0.0,0.0,0.0,15.185673,52.684933,25.834692,0.0,0.0,0.0,0.0,0.0,0.0,766.1651,721.2333,0.0,0.0,0.0,0.0,0.0,9.428663,47.11436,79.02191,0.0,0.0,12.347811,0.0,
8793,207.13738693645797,5.6996927,area,,,,,,,,,,,0.0,0.0,0.0,0.0,28.873547,14.836632,26.3781,30.850233,54.806858,51.85113,22.24725,13.2379265,29.7691,36.515118,21.380737,22.74026,31.289272,48.123085,32.049026,25.894129,75.90293,134.58226,169.9059,85.68614,156.29768,145.3715,105.89323,72.19482,0.0,0.0,0.0,0.0,39.02401,42.972073,67.81431,23.433258,49.73119,151.63118,14.769005,0.0,37.00357,37.575485,51.121853,61.36779,26.793674,56.37295,47.06641,49.804123,125.76012,140.94136,241.06836,248.16486,224.54343,209.18501,214.68494,225.94969,
8874,275.13733405856897,5.7017984,area,,,,151.0,,,,,,,0.0,0.0,0.0,0.0,77.12033,50.83152,44.03695,0.0,0.0,34.45816,32.2653,20.601269,30.152298,30.06823,0.0,0.0,0.0,0.0,0.0,0.0,322.87274,374.03445,331.73663,291.87396,196.41779,262.84506,157.33154,88.86624,0.0,0.0,0.0,0.0,629.418,478.62827,568.1588,527.242,276.34894,486.5221,216.76016,230.87941,204.84636,133.72148,114.97699,121.61754,93.88904,123.21498,48.00641,139.8377,325.3209,391.2224,337.99945,336.77652,279.91663,290.9734,341.70084,332.23303,
8687,336.22687914938643,5.7030916,area,,,,160.0,,,,,,,0.0,321.05795,0.0,0.0,0.0,0.0,82.80511,56.309307,0.0,0.0,0.0,0.0,0.0,0.0,105.05414,133.84367,0.0,0.0,0.0,0.0,0.0,0.0,140.31422,88.34698,0.0,0.0,0.0,0.0,0.0,320.33524,0.0,0.0,0.0,0.0,165.40369,59.93625,0.0,0.0,0.0,0.0,0.0,0.0,155.15804,107.13081,0.0,0.0,0.0,0.0,0.0,0.0,133.23846,189.46472,0.0,0.0,0.0,0.0,
8909,407.13488994456793,5.7061415,area,,,,,,,,,,,0.0,0.0,0.0,0.0,331.54382,1933.3911,1665.0823,594.7569,1598.4331,1894.0305,1523.5017,900.898,368.75763,693.4867,423.8136,476.08795,1052.7548,172.07831,272.8162,872.7844,112.5841,207.57974,345.14856,187.03459,289.38162,674.5471,180.39537,282.6926,0.0,0.0,0.0,0.0,26.306595,35.266483,49.938545,67.503555,128.76259,260.46738,21.154839,55.750786,0.0,0.0,0.0,9.0049515,33.676235,141.08887,0.0,0.0,193.9225,72.35976,133.30528,358.05386,273.85086,460.03262,357.29184,277.7732,
8784,265.1425615383855,5.7071414,area,,,,,,,,,,,0.0,0.0,0.0,0.0,155.06451,179.56807,287.7516,845.9943,279.79712,149.99368,151.21504,419.5211,13.995394,41.352184,23.910618,30.964563,15.72052,12.33809,13.418858,15.8561325,331.36658,429.85983,148.81387,222.38315,494.08173,399.9967,593.6053,439.44266,0.0,0.0,0.0,0.0,219.81264,420.41302,779.6088,651.7537,348.43945,607.7738,69.37709,47.57806,17.8442,21.598913,32.354507,33.2791,24.613129,33.690857,38.883434,10.818199,219.40022,226.77742,60.727615,404.12296,187.70406,116.48537,481.66446,476.14514,
8966,223.05999412384884,5.7074146,area,,,,,,,,,,,0.0,0.0,0.0,0.0,157.89574,104.969345,134.8172,125.50899,76.19992,111.61507,194.52235,194.93454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.68294,93.986885,46.340878,66.42131,21.85904,12.11607,0.0,0.0,0.0,0.0,0.0,0.0,15.829817,0.0,22.285728,26.98938,0.0,9.973263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.903866,57.48747,57.23472,50.538754,16.490942,0.0,
9071,317.11874995716795,5.7077107,area,,,,160.0,,,,,,,262.90192,149.24904,118.572266,173.44798,0.0,16.798054,21.801302,16.668425,14.181093,25.858871,43.15451,15.181922,10.095695,9.903653,10.286552,0.0,0.0,0.0,17.11969,8.769047,0.0,11.060389,0.0,0.0,9.038913,12.482237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.432138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.718243,0.0,15.087061,18.451954,19.411999,13.74395,9.811517,16.638758,
8885,406.2221368383146,5.7093916,area,,,,,,,,,,,0.0,0.0,0.0,0.0,71.48713,44.953285,35.762695,36.83794,44.092213,42.245556,37.391113,16.716633,105.695404,147.8836,87.878815,83.30418,100.322975,114.79226,91.46016,87.43473,39.253613,102.731186,54.208027,23.784864,42.832928,103.44836,14.597902,13.372341,0.0,0.0,0.0,0.0,55.829796,53.75755,45.725056,55.108753,22.375927,52.513073,0.0,11.336784,8.875886,41.07674,42.416847,43.507584,40.211296,77.233284,24.078053,22.50078,114.56229,31.090939,35.37071,38.268906,52.122486,114.808685,26.61761,30.493107,
8804,304.1542283202336,5.711558,area,,,,,,,,,,,0.0,0.0,0.0,0.0,318.77847,180.34752,236.35631,174.72472,198.3346,174.89272,239.67265,202.52647,0.0,0.0,10.315679,11.706129,0.0,0.0,0.0,0.0,22.847115,21.486778,28.186306,9.648164,27.217506,46.809868,35.34493,21.798298,0.0,0.0,0.0,0.0,20.576344,26.856232,35.235218,74.28928,60.063297,31.648933,33.8415,18.055592,0.0,0.0,0.0,0.0,0.0,9.471147,0.0,0.0,26.906494,41.222298,31.72981,116.92158,33.986042,76.04501,27.355148,22.689898,
8884,641.257067475077,5.7167087,area,,,,,,,,,,,0.0,13.700101,0.0,0.0,54.988033,33.343277,56.594765,87.43614,54.489334,26.879932,45.85205,50.993,26.158283,12.705727,62.478645,88.67139,40.24642,22.737648,12.337068,27.57765,13.020237,65.810715,37.393063,29.328543,71.51503,29.918434,0.0,24.90572,0.0,0.0,0.0,0.0,15.126339,44.35007,49.739616,172.00977,20.605104,11.132013,0.0,19.497902,0.0,0.0,17.085386,28.500982,0.0,19.709938,0.0,0.0,74.77964,69.656265,48.69239,55.642014,40.71631,48.705383,16.810738,11.615053,
8954,202.1585984838883,5.7186666,area,,,,,,,,,,,368.3503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.21614,125.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8965,340.19493203182947,5.718753,area,,,,160.0,,,,,,,126.426476,54.273243,49.262184,72.36805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.59955,0.0,0.0,9.878855,8.827625,0.0,
8915,275.1356282129656,5.7200108,area,,,,138.0,,,,,,,0.0,0.0,0.0,0.0,77.12033,180.3542,74.63502,0.0,0.0,44.146965,32.2653,0.0,57.845795,64.42786,0.0,0.0,29.602547,18.049202,0.0,19.935898,45.738564,80.09613,75.090744,164.76787,248.433,68.38208,92.46849,37.49685,0.0,0.0,0.0,0.0,604.9569,621.3843,568.1588,580.5386,325.9405,531.45795,216.76016,322.68588,16.76814,14.143906,43.453003,32.74497,48.384396,165.62712,34.41188,19.802353,121.54496,71.49247,170.05948,140.30368,40.32228,200.07993,201.24493,120.86533,
8955,473.2583726793123,5.720241,area,,,,150.0,,,,,,,0.0,0.0,19.270285,280.65192,16.53442,12.506831,18.337502,0.0,9.189053,26.705229,109.88365,207.87814,70.58615,94.3127,68.190765,54.341267,95.29708,75.14928,268.75784,211.55821,27.773481,19.035366,15.763368,28.942106,17.675951,32.25451,85.00884,55.857506,0.0,9.525395,25.080643,90.70278,13.861562,9.657582,17.85059,0.0,12.13909,11.558943,21.648659,0.0,30.284828,41.341667,49.767452,70.62836,58.558144,101.75071,150.58916,137.81375,31.42822,20.837479,82.66621,98.45717,29.361282,83.8723,326.49683,246.17664,
9009,495.2357646542799,5.720769,area,,,,,,,,,,,8.930553,10.904934,0.0,65.03288,37.706276,35.255363,24.304089,0.0,36.812103,44.97159,135.32132,217.44464,63.879547,60.427776,51.7222,72.72893,119.26747,52.666985,13.4104595,29.551743,0.0,40.938313,17.701408,0.0,69.93915,0.0,29.276539,44.6029,0.0,0.0,0.0,0.0,33.35783,78.955246,62.516544,33.140793,29.684906,49.423943,362.79556,374.99298,13.744972,18.071426,26.964897,15.869759,25.10595,9.992537,13.812056,14.258926,55.053585,101.77391,86.60889,254.79533,249.5431,122.82326,66.31865,49.69926,
8953,517.2223592205926,5.722053,area,,,,,,,,,,,0.0,0.0,26.165976,238.36845,60.64023,72.177475,59.790794,22.5298,0.0,0.0,0.0,36.01706,16.765858,17.420876,0.0,0.0,19.222267,14.89624,0.0,11.375573,38.02372,143.83755,20.466057,17.602097,50.020035,53.361145,24.791187,0.0,0.0,0.0,27.82602,90.49164,55.7778,12.537399,11.762637,53.41135,52.053574,21.272562,15.473339,10.9891815,15.268337,29.942526,47.541985,38.66692,18.095997,26.154142,121.7697,136.40334,0.0,63.25869,0.0,65.3598,28.07088,82.37077,22.98639,0.0,
9120,183.10021733119973,5.722447,area,,,,,,,,,,,0.0,0.0,0.0,0.0,10.527811,9.190504,28.306496,23.70914,21.005215,13.152334,29.249949,24.716156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25601,17.095463,20.98547,18.236305,14.655425,23.469498,0.0,0.0,0.0,0.0,0.0,42.318043,30.79939,143.88231,134.80766,60.07143,108.45631,61.885483,85.82478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.680042,13.647945,13.095526,33.938873,28.37092,0.0,31.190117,22.012127,
8828,197.12845678305945,5.72332,area,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.114363,0.0,0.0,104.393814,150.1653,114.48023,105.29917,196.56682,90.79801,94.46586,57.532894,0.0,9.059375,0.0,0.0,0.0,29.308592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.546146,0.0,0.0,11.700925,15.490382,
9034,490.2849006149763,5.7261977,area,,,,150.0,,,,,,,25.824913,21.577257,85.98254,971.88885,0.0,0.0,0.0,0.0,21.010471,0.0,175.40347,172.46117,93.09037,126.2902,57.76995,25.217934,100.24159,120.63793,385.77255,293.0618,9.826771,11.518844,11.626267,23.4842,44.9684,22.353863,94.37283,92.00416,20.554806,0.0,66.355576,237.93126,0.0,0.0,33.517025,0.0,38.003334,0.0,33.732685,0.0,55.442318,68.045074,11.20719,17.852924,94.86066,145.6675,190.98427,187.91734,45.484394,40.029037,99.90682,121.36436,114.082275,69.61794,407.04242,332.90863,
8956,518.3170192794836,5.72631,area,,,,,,,,,,,0.0,0.0,37.593365,357.60095,0.0,0.0,0.0,0.0,0.0,0.0,30.056023,33.69732,21.715496,29.176882,22.56063,11.4276705,30.822552,12.304975,106.80769,103.67334,0.0,0.0,0.0,0.0,0.0,0.0,23.114998,24.616522,8.939966,0.0,52.67155,134.83987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.060439,21.792534,0.0,9.844275,23.959137,39.989014,59.20422,59.048504,0.0,0.0,0.0,20.039785,0.0,8.733422,107.64729,77.54113,
9118,443.1095837292432,5.7271943,area,,,,,,,,,,,220.92133,25.99554,50.78608,165.76627,38.50948,28.38942,41.31602,42.66119,21.041101,22.910435,43.09257,70.539345,0.0,0.0,11.303158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8082695,0.0,0.0,0.0,14.382827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.18058,30.99197,0.0,10.460824,9.745556,0.0,
9051,490.2808060629271,5.728016,area,,,,,,,,,,,11.804843,0.0,0.0,37.202736,10.483425,0.0,0.0,0.0,9.268362,9.212767,14.432601,0.0,0.0,47.769527,9.088301,0.0,0.0,0.0,26.730724,8.797573,12.524889,13.526071,11.626267,0.0,37.283745,12.149942,40.52166,12.420743,0.0,0.0,0.0,0.0,12.673047,16.578804,45.49116,12.738051,11.851339,56.692993,164.3648,206.5238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.619776,52.23371,29.249935,0.0,14.443865,8.937912,18.809227,0.0,
9039,495.2403471608987,5.728678,area,,,,150.0,,,,,,,19.483397,10.904934,67.1023,711.03735,47.604748,21.106133,28.968323,19.703865,50.79077,30.611341,179.2857,324.61505,220.97725,263.2297,289.9386,217.44777,232.33923,254.69228,953.6371,769.49615,23.830975,40.938313,17.701408,13.819187,42.775776,65.57766,341.21484,231.6608,19.037365,29.009861,80.68602,202.25856,55.97375,0.0,62.516544,42.817924,29.684906,76.78607,9.597737,32.811504,121.72295,135.33026,122.53104,112.039734,174.15437,307.42203,319.45154,341.80615,55.053585,130.27937,224.94225,99.80279,178.83192,171.44424,1107.7655,806.42126,
8781,210.18419999154492,5.730982,area,,,,151.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.83774,415.54117,343.54855,275.24692,211.83542,288.80038,214.92563,190.60094,0.0,0.0,0.0,0.0,348.57962,241.23659,317.45825,330.90433,117.79685,206.51259,155.55574,205.65155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.30173,395.25494,372.84418,352.7196,337.28372,340.2001,419.1655,306.8941,
8783,307.1166270998689,5.7313876,area,,,,,,,,,,,26.254839,66.99727,161.90695,154.43585,231.8583,136.26498,318.61432,666.87537,610.5877,227.18108,143.82988,164.06546,332.21075,226.3172,319.95758,142.88773,110.30595,122.10048,296.8581,254.06543,82.30247,189.21497,83.62979,163.74661,60.335453,108.08237,46.23282,116.351166,333.99026,448.06177,146.76306,519.31586,24.924084,25.407598,33.070824,32.14515,31.32808,65.8381,41.43598,49.0665,0.0,220.34578,290.31543,332.818,18.39806,25.732594,388.3081,324.51712,118.390305,164.14519,66.20314,373.18228,433.40424,108.809296,0.0,58.494633,
9166,417.1724461450021,5.7319436,area,,,,154.0,,,,,,,0.0,1121.0897,0.0,0.0,32.387253,26.860302,0.0,80.43211,18.536148,0.0,63.470078,20.57103,9.921732,0.0,826.76917,803.8447,0.0,11.775408,0.0,0.0,22.384026,0.0,760.8612,704.5143,0.0,0.0,0.0,0.0,0.0,1117.1929,0.0,0.0,15.760088,0.0,872.46826,209.45642,9.019148,107.31231,0.0,0.0,0.0,0.0,971.95325,828.7594,0.0,0.0,0.0,0.0,0.0,0.0,815.48157,672.00226,32.513504,0.0,0.0,10.485927,
9069,270.1698336185168,5.733069,area,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,11.271169,0.0,0.0,9.890551,0.0,0.0,8.795578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.84118,82.66371,71.99508,64.45698,41.96775,77.27152,58.040306,50.507008,0.0,0.0,0.0,0.0,0.0,0.0,9.746304,0.0,0.0,10.510162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3459015,15.707792,8.831659,0.0,0.0,0.0,
9050,197.11546433579736,5.73384,area,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15.799088,15.627336,9.986539,9.225551,24.071909,11.28727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.783581,10.351572,0.0,27.568214,0.0,14.312414,0.0,0.0,0.0,0.0,0.0,10.950062,0.0,75.40826,61.491287,23.873863,37.295177,28.612585,64.31242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.139313,10.51048,22.650866,0.0,14.166361,0.0,
9053,715.312911791719,5.7352767,area,,,,,,,,,,,0.0,0.0,0.0,0.0,72.13057,47.614567,19.71767,12.92381,20.372795,18.24532,24.705711,0.0,0.0,12.8015995,0.0,14.577473,12.944182,11.547442,9.867139,0.0,33.46296,25.214628,16.17988,20.377449,24.983706,43.965702,0.0,0.0,0.0,0.0,0.0,0.0,1676.9357,1332.0691,2287.0864,1848.8508,1003.3516,1776.7554,346.20142,500.0024,0.0,0.0,0.0,0.0,0.0,8.991817,0.0,0.0,25.87022,45.112053,36.454155,78.46002,27.14475,102.53769,23.624256,17.648787,
9233,384.12081076728646,5.7354717,area,,,,139.0,,,,,,,0.0,0.0,0.0,0.0,515.82294,299.17694,550.7491,555.4475,262.1385,310.80637,524.10736,497.3501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.85013,247.65092,265.69067,171.29907,101.39261,99.642166,88.995735,90.54799,0.0,0.0,0.0,0.0,9.138266,0.0,11.662487,9.045,10.295618,28.032974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.38925,293.04575,322.79932,308.79663,32.7358,37.69751,205.08595,128.5453,
9056,312.1633776930032,5.7370725,area,,,,160.0,,,,,,,126.99505,96.620316,50.99229,89.76377,0.0,0.0,10.926474,0.0,0.0,0.0,11.045334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.341206,0.0,0.0,9.071359,0.0,8.828266,0.0,16.284851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.449257,9.899344,0.0,0.0,0.0,0.0,0.0,
9308,307.11719920443505,5.737359,area,,,,,,,,,,,0.0,12.082457,42.46469,0.0,330.3063,319.05536,1324.9099,666.87537,610.5877,466.47128,273.46942,850.08496,289.283,304.52463,396.33405,434.35858,276.3182,343.57993,605.5104,350.24564,149.54736,246.32585,228.47473,163.74661,60.335453,173.0023,204.9747,116.351166,327.19138,448.06177,120.577446,512.89307,24.924084,25.407598,117.81147,95.9798,40.85078,65.8381,41.43598,60.950195,10.609444,239.53233,340.68854,378.37585,104.07071,74.63452,373.2401,315.06866,145.50403,201.14136,66.20314,373.18228,553.5585,242.59268,34.481716,58.494633,
9204,412.214571738113,5.7404933,area,,,,,,,,,,,0.0,569.0795,0.0,0.0,25.128479,0.0,169.29805,179.71321,0.0,0.0,0.0,17.135845,0.0,11.120483,45.001865,132.24905,0.0,0.0,0.0,0.0,0.0,0.0,56.60711,263.95074,0.0,0.0,16.58342,0.0,0.0,0.0,0.0,0.0,0.0,21.285069,1065.9176,875.4339,0.0,22.025858,0.0,0.0,0.0,0.0,216.53447,137.83736,0.0,0.0,0.0,0.0,0.0,24.243376,356.65924,848.6806,0.0,36.020454,58.06766,0.0,
9247,293.1104935657576,5.7417345,area,,,,,,,,,,,0.0,0.0,0.0,0.0,18.634905,0.0,0.0,0.0,0.0,0.0,0.0,14.272511,10.752783,0.0,9.539894,0.0,0.0,0.0,10.831908,0.0,12.507128,14.376666,18.492916,16.271833,0.0,31.116985,23.46288,0.0,0.0,0.0,0.0,0.0,83.07385,71.2557,81.126305,107.14199,106.838554,260.22363,44.267517,60.59963,0.0,0.0,0.0,0.0,0.0,21.18489,0.0,0.0,12.9273205,12.467634,54.883213,39.978367,19.64896,0.0,23.147064,0.0,
9171,657.3087171177899,5.7416987,area,,,,,,,,,,,0.0,0.0,0.0,0.0,30.846544,8.802289,18.28758,8.91002,11.894618,0.0,0.0,19.487213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.126276,25.38447,59.209053,10.966179,11.342515,11.049002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.65834,33.550713,60.223007,44.95532,40.90631,61.974567,0.0,12.277615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.230213,19.01266,11.312811,0.0,22.14913,29.60331,18.549444,0.0,
9021,435.1656244752646,5.742151,area,,,,,,,,,,,0.0,0.0,0.0,0.0,2045.4645,957.00885,1219.4144,2292.0376,1525.5254,1581.825,1574.2207,1515.119,589.6564,1071.7776,1410.5443,912.51746,567.10406,970.2986,778.1481,367.78247,204.36488,122.46876,434.6496,477.59604,478.0094,674.40326,80.88597,280.27606,0.0,0.0,0.0,0.0,137.31696,170.62697,195.4068,75.966576,90.46127,846.5208,55.326897,162.27206,53.565323,22.182047,20.973429,30.566166,94.20576,85.455345,11.112484,10.595648,325.82724,211.70364,371.73788,892.27277,257.1723,810.82574,89.38617,304.28757,
